product_name,shipping_fee,page_number,product_condition,seller_feedback_score,origin_country,manufacturer,category,product_price
dell precision,135.15,1,Seller refurbished,26920,United States,dell,Computers,1137.57
xiaomi mi 11,0.0,1,New,2,China,xiaomi,Smartphones,2897.71
asus rog strix scar,297.04,1,New,78929,United Kingdom,asus,Computers,7651.0
xiaomi redmibook,0.0,1,New,23,China,xiaomi,Computers,4142.98
galaxy tab,154.91,2,Open box,7787,United States,samsung,Tablets,1198.89
asus vivobook,317.45,3,Open box,495,United Kingdom,asus,Computers,2140.56
lenovo ideapad,171.8,4,New,1451,United States,lenovo,Computers,2131.65
hp zbook,272.63,1,New,58911,United Kingdom,hp,Computers,6940.55
galaxy s20,108.66,1,Seller refurbished,94331,United States,samsung,Smartphones,2145.16
hp zbook,211.49,1,New,16243,Germany,hp,Computers,6696.73
macbook pro,164.64,4,Seller refurbished,2327,United States,apple,Computers,3320.71
ipad air,498.87,3,Seller refurbished,989,United States,apple,Tablets,6245.07
lenovo thinkpad,161.41,3,Seller refurbished,69328,United States,lenovo,Computers,1998.39
asus vivobook,156.65,1,New,1394,United Kingdom,asus,Computers,1049.52
oneplus 8 pro,65.01,2,Used,0,United States,oneplus,Smartphones,1300.12
xiaomi mi 11,66.61,1,New,49,South Africa,xiaomi,Smartphones,3164.17
dell vostro,227.7,3,Seller refurbished,13952,United Kingdom,dell,Computers,3814.44
huawei p40,84.29,1,Seller refurbished,28174,United Kingdom,huawei,Smartphones,475.27
lenovo thinkbook,208.81,3,New,78929,United Kingdom,lenovo,Computers,3245.19
huawei p30,89.08,4,For parts or not working,1190,United Kingdom,huawei,Smartphones,639.87
galaxy s20,116.07,2,New,981,United States,samsung,Smartphones,2231.54
dell precision,167.88,3,Seller refurbished,2353,United States,dell,Computers,1684.3
galaxy s10,91.24,4,Used,17276,United States,samsung,Smartphones,1023.81
macbook air,124.87,1,Seller refurbished,94258,United States,apple,Computers,1631.94
galaxy s10,96.24,2,New,23719,United States,samsung,Smartphones,1495.14
galaxy s20,123.51,1,New,23120,United Kingdom,samsung,Smartphones,2531.62
iphone 11,107.45,3,Open box,192,United States,apple,Smartphones,1995.09
dell xps,315.99,2,Used,316,United Kingdom,dell,Computers,2024.14
dell latitude,239.11,2,Seller refurbished,1421,United States,dell,Tablets,2927.69
lenovo thinkpad,296.98,1,Used,178092,United States,lenovo,Computers,406.29
ipad pro,106.81,2,For parts or not working,87707,United States,apple,Tablets,1173.71
huawei p30,102.56,1,New,23120,United Kingdom,huawei,Smartphones,1380.96
macbook pro,42.39,1,New,0,Philippines,apple,Computers,2620.16
asus vivobook,165.21,2,Seller refurbished,11983,United Kingdom,asus,Computers,1519.06
lenovo thinkpad,290.1,2,Seller refurbished,1303,United States,lenovo,Computers,818.95
iphone 12,185.75,2,Open box,251,United Kingdom,apple,Smartphones,2255.65
huawei mediapad,119.2,3,Used,397,United Kingdom,huawei,Tablets,404.83
iphone 12,0.0,1,New,0,Philippines,apple,Smartphones,1672.68
asus zephyrus,244.03,2,Open box,4320,United States,asus,Computers,4856.04
huawei p40,199.73,2,New,128,Germany,huawei,Smartphones,3078.82
dell latitude,387.79,2,Seller refurbished,266,Germany,dell,Tablets,622.81
macbook air,141.39,2,Open box,1193,United States,apple,Computers,2496.89
dell xps,190.01,4,Used,11993,United States,dell,Computers,3250.27
galaxy tab,94.65,3,New,18434,United States,samsung,Tablets,537.93
iphone 12,187.09,2,New,145,United Kingdom,apple,Smartphones,2818.11
huawei p40,116.98,1,Used,119196,United States,huawei,Smartphones,650.03
xiaomi mi 10,136.51,3,New,883,Hong Kong,xiaomi,Smartphones,1735.5
ipad pro,153.89,2,New,5235,United States,apple,Tablets,2868.99
huawei matebook,181.97,1,Seller refurbished,7039,United Kingdom,huawei,Computers,2439.74
huawei p40,136.51,3,New,486,Hong Kong,huawei,Smartphones,2921.89
dell precision,234.28,3,New,296957,United States,dell,Computers,4345.42
iphone x,127.39,4,Used,4780,United Kingdom,apple,Smartphones,1619.27
lenovo thinkpad,140.72,2,Seller refurbished,5968,United States,lenovo,Computers,915.91
iphone 11,151.45,3,Used,4531,United Kingdom,apple,Smartphones,2854.09
galaxy book,0.0,2,New,6426,South,samsung,Computers,4662.95
galaxy book,0.0,3,New,2769,South,samsung,Computers,6961.17
galaxy s10,99.41,4,Used,27114,United Kingdom,samsung,Smartphones,1304.4
ipad air,107.68,1,Open box,2837,United States,apple,Tablets,732.72
lenovo ideapad,143.76,2,New,104100,United Kingdom,lenovo,Computers,1020.8
asus zenbook,314.77,3,Seller refurbished,78929,United Kingdom,asus,Computers,8599.34
asus vivobook,159.67,2,New,979,United States,asus,Computers,1908.46
ipad air,115.94,2,Used,2837,United States,apple,Tablets,1165.38
galaxy s20,117.16,3,Seller refurbished,127396,United Kingdom,samsung,Smartphones,2181.95
galaxy s10,90.98,4,Seller refurbished,1,Canada,samsung,Smartphones,1091.79
lenovo thinkpad,161.62,4,Seller refurbished,46005,United Kingdom,lenovo,Computers,841.1
ipad air,89.58,1,Used,2153,United Kingdom,apple,Tablets,667.49
macbook pro,141.55,1,Seller refurbished,3324,United States,apple,Computers,1325.62
asus vivobook,138.49,1,Open box,1535,United States,asus,Computers,1165.71
asus vivobook,177.53,3,Open box,5601,United States,asus,Computers,2431.38
huawei p30,110.65,1,New,981,United States,huawei,Smartphones,1948.43
iphone 11,15.67,4,Open box,3,France,apple,Smartphones,1958.54
xiaomi mi 10,97.7,3,New,390,United Kingdom,xiaomi,Smartphones,1209.94
dell latitude,134.69,2,Seller refurbished,3444,United States,dell,Tablets,599.49
galaxy s20,104.85,3,Used,107,United States,samsung,Smartphones,1946.93
dell xps,244.16,3,Used,2560,United Kingdom,dell,Computers,5375.22
xiaomi mi 11,133.23,1,New,486,Hong Kong,xiaomi,Smartphones,3993.48
asus zenbook,204.59,1,Open box,1193,United States,asus,Computers,3585.33
galaxy tab,99.57,2,New,531,United States,samsung,Tablets,1173.58
xiaomi mi 10,126.76,3,New,5010,United Kingdom,xiaomi,Smartphones,1524.39
lenovo tab,126.91,1,Used,789,United Kingdom,lenovo,Tablets,575.42
huawei p30,116.37,4,Seller refurbished,3801,United Kingdom,huawei,Smartphones,2139.32
dell xps,396.47,3,New,583,United States,dell,Computers,2661.99
xiaomi mi 10,199.7,3,New,128,Germany,xiaomi,Smartphones,1402.09
oneplus nord,124.51,1,Used,544,United Kingdom,oneplus,Smartphones,472.3
lenovo thinkpad,137.86,1,Seller refurbished,69328,United States,lenovo,Computers,766.03
galaxy s10,103.19,4,Seller refurbished,369,United Kingdom,samsung,Smartphones,1511.31
galaxy s20,102.64,3,Open box,19995,United States,samsung,Smartphones,1621.9
ipad air,66.61,4,Used,1076,United States,apple,Tablets,682.63
iphone 11,120.42,4,Seller refurbished,127396,United Kingdom,apple,Smartphones,2361.48
huawei mediapad,178.77,1,New,17243,Hong Kong,huawei,Tablets,1381.28
xiaomi mi 10,119.87,1,New,119196,United States,xiaomi,Smartphones,1365.55
dell precision,253.38,2,Seller refurbished,1880,United Kingdom,dell,Computers,2676.36
lenovo thinkbook,195.83,3,Open box,3482,United Kingdom,lenovo,Computers,3202.05
ipad pro,111.32,3,Used,274,United Kingdom,apple,Tablets,1331.68
iphone 11,132.85,2,Used,120,United Kingdom,apple,Smartphones,2071.51
lenovo tab,84.98,2,Seller refurbished,244,United Kingdom,lenovo,Tablets,414.26
macbook pro,130.1,1,Used,163,United States,apple,Computers,2297.75
iphone 12,114.78,1,Seller refurbished,10093,United States,apple,Smartphones,2164.92
dell latitude,168.57,1,Used,4331,United States,dell,Tablets,1099.1
dell vostro,212.84,2,Seller refurbished,3340,United Kingdom,dell,Computers,1805.63
lenovo thinkbook,226.26,2,New,6008,United Kingdom,lenovo,Computers,4203.52
huawei p40,140.26,2,Open box,5,United Kingdom,huawei,Smartphones,3452.52
ipad air,124.77,3,Seller refurbished,1535,United States,apple,Tablets,1232.33
macbook pro,114.71,4,For parts or not working,94258,United States,apple,Computers,306.42
xiaomi redmibook,8.58,2,New,209973,Germany,xiaomi,Computers,69.34
iphone 11,123.27,1,Seller refurbished,61,United States,apple,Smartphones,1548.78
iphone 12,220.5,2,New,256,United Kingdom,apple,Smartphones,4166.04
lenovo thinkbook,214.19,3,New,78929,United Kingdom,lenovo,Computers,4211.89
dell xps,225.12,1,Used,481,United States,dell,Computers,2535.2
dell xps,215.91,1,Used,84,United Kingdom,dell,Computers,458.81
asus zenbook,284.03,4,New,6008,United Kingdom,asus,Computers,7538.6
lenovo thinkbook,432.96,3,New,25346,United States,lenovo,Computers,3407.24
huawei matebook,183.63,1,Seller refurbished,12800,United Kingdom,huawei,Computers,2531.8
huawei mediapad,119.92,2,Used,2759,United Kingdom,huawei,Tablets,337.36
huawei p30,50.88,2,Used,58,Republic of,huawei,Smartphones,979.27
dell precision,240.59,4,Used,7801,United States,dell,Computers,2600.24
dell latitude,128.96,1,Seller refurbished,5764,United States,dell,Tablets,666.11
lenovo thinkbook,189.72,1,New,7471,United States,lenovo,Computers,3480.55
macbook air,138.72,1,Used,5782,United States,apple,Computers,1177.04
lenovo thinkpad,195.62,4,Seller refurbished,732,United Kingdom,lenovo,Computers,895.12
iphone 11,141.23,4,Used,1219,United Kingdom,apple,Smartphones,2531.85
dell precision,241.27,4,Seller refurbished,2875,United States,dell,Computers,4712.9
asus vivobook,172.86,4,New,7471,United States,asus,Computers,2597.91
dell vostro,144.72,3,Seller refurbished,191,Italy,dell,Computers,529.87
xiaomi mi 10,81.26,2,New,530,China,xiaomi,Smartphones,2600.21
dell xps,210.56,4,Seller refurbished,14943,United Kingdom,dell,Computers,4183.18
iphone x,117.54,4,Used,913,United Kingdom,apple,Smartphones,1349.43
galaxy s20,110.48,1,New,3258,United States,samsung,Smartphones,2031.4
galaxy s20,0.0,1,New,0,Philippines,samsung,Smartphones,1160.39
galaxy s21,333.07,2,New,22544,United States,samsung,Smartphones,3776.98
galaxy tab,129.08,1,New,753,United States,samsung,Tablets,1956.08
galaxy s20,119.87,2,New,119196,United States,samsung,Smartphones,1725.27
ipad pro,142.64,4,Used,37,United States,apple,Tablets,2666.91
huawei p40,119.87,1,New,119196,United States,huawei,Smartphones,2627.89
ipad air,112.78,3,Used,4780,United Kingdom,apple,Tablets,690.46
ipad pro,174.37,3,New,20,United States,apple,Tablets,2706.1
dell xps,169.93,4,Open box,1336,United States,dell,Computers,2600.24
asus zenbook,254.75,2,Used,215,Germany,asus,Computers,1842.31
gigabyte aero,238.75,1,New,11993,United States,gigabyte,Computers,5413.61
galaxy s21,154.38,4,New,38,United States,samsung,Smartphones,2494.7
asus vivobook,171.33,3,New,60475,United States,asus,Computers,3670.3
huawei p30,75.87,4,Open box,1683,United States,huawei,Smartphones,810.43
lenovo ideapad,157.67,1,Used,23,United Kingdom,lenovo,Computers,1104.76
macbook air,128.67,3,Seller refurbished,94258,United States,apple,Computers,1831.79
ipad air,128.94,3,Open box,121,United Kingdom,apple,Tablets,2205.01
macbook air,157.44,4,Used,1174,United States,apple,Computers,2544.99
lenovo thinkpad,62.62,1,For parts or not working,665,Germany,lenovo,Computers,41.12
iphone x,96.93,3,Used,9190,United Kingdom,apple,Smartphones,1169.5
iphone 12,154.81,2,Seller refurbished,69441,United States,apple,Smartphones,4259.97
dell latitude,416.84,1,Seller refurbished,2896,United States,dell,Tablets,1032.52
huawei p30,88.34,3,Seller refurbished,22638,United Kingdom,huawei,Smartphones,598.39
ipad air,133.5,3,Used,28090,United Kingdom,apple,Tablets,552.36
iphone 12,129.28,2,New,1039,United States,apple,Smartphones,3002.05
lenovo thinkbook,234.71,1,New,296957,United States,lenovo,Computers,4616.72
huawei mediapad,234.99,4,Used,140645,Germany,huawei,Tablets,254.37
xiaomi mi 11,83.27,1,New,530,China,xiaomi,Smartphones,4936.07
lenovo ideapad,215.44,3,Used,420,Germany,lenovo,Computers,1004.69
galaxy s21,58.76,4,New,48,Germany,samsung,Smartphones,3212.0
dell xps,156.14,4,Used,11993,United States,dell,Computers,1878.64
galaxy s21,140.26,3,Used,6380,United Kingdom,samsung,Smartphones,3452.48
lenovo thinkpad,155.34,2,For parts or not working,7248,United States,lenovo,Computers,49.93
macbook pro,137.46,2,Used,4984,United States,apple,Computers,1498.75
ipad air,153.35,2,Seller refurbished,212,United States,apple,Tablets,1632.01
lenovo ideapad,184.95,4,New,7471,United States,lenovo,Computers,3230.75
oneplus nord,65.01,1,Used,510,United States,oneplus,Smartphones,838.58
lenovo thinkbook,432.96,3,New,25346,United States,lenovo,Computers,3360.61
asus vivobook,146.78,1,Open box,17276,United States,asus,Computers,1232.29
macbook air,125.33,4,Seller refurbished,2327,United States,apple,Computers,1262.34
galaxy s20,131.7,3,Open box,2195,United Kingdom,samsung,Smartphones,2982.98
iphone 12,499.61,4,New,1,United States,apple,Smartphones,3946.88
dell precision,142.01,4,Seller refurbished,153,United States,dell,Computers,1137.6
dell latitude,280.91,2,Used,812,United States,dell,Tablets,849.33
lenovo tab,92.17,2,Seller refurbished,220,United Kingdom,lenovo,Tablets,296.83
huawei p40,115.87,1,Open box,10255,United Kingdom,huawei,Smartphones,2112.94
xiaomi mi 10,112.45,2,Used,7083,China,xiaomi,Smartphones,1884.7
xiaomi mi 11,116.98,1,Used,119196,United States,xiaomi,Smartphones,2275.18
huawei mediapad,0.0,2,Seller refurbished,567,China,huawei,Tablets,533.02
galaxy s20,106.45,2,Seller refurbished,5219,United States,samsung,Smartphones,1820.13
galaxy s20,0.0,1,New,0,Philippines,samsung,Smartphones,1562.91
dell xps,209.7,1,Seller refurbished,1013,United Kingdom,dell,Computers,1574.29
lenovo thinkpad,170.41,1,Used,5457,United States,lenovo,Computers,585.02
lenovo thinkbook,214.93,3,New,104100,United Kingdom,lenovo,Computers,4251.44
xiaomi mi 10,126.76,4,New,5010,United Kingdom,xiaomi,Smartphones,2857.01
iphone 12,23.5,2,New,0,Philippines,apple,Smartphones,1511.99
lenovo thinkpad,212.23,1,Used,94,United States,lenovo,Computers,607.85
iphone 12,196.25,2,New,0,Italy,apple,Smartphones,1844.76
lenovo thinkpad,141.84,2,Used,91,United States,lenovo,Computers,321.78
lenovo thinkbook,203.91,1,New,296957,United States,lenovo,Computers,3395.52
huawei mediapad,105.56,1,Seller refurbished,28174,United Kingdom,huawei,Tablets,920.53
xiaomi redmibook,16.3,1,New,6929,China,xiaomi,Computers,185.03
iphone 12,101.79,2,Used,1689,United States,apple,Smartphones,1698.66
dell precision,173.73,3,Seller refurbished,18095,United States,dell,Computers,2398.33
huawei matebook,207.61,2,New,12873,United Kingdom,huawei,Computers,3850.21
ipad pro,142.71,3,New,28132,United States,apple,Tablets,2670.27
iphone 12,33.31,1,Used,6,United States,apple,Smartphones,2131.65
asus rog strix scar,272.47,1,New,78929,United Kingdom,asus,Computers,6300.82
oneplus 8 pro,127.57,1,Used,745,United States,oneplus,Smartphones,583.43
asus vivobook,147.02,1,Open box,2894,United States,asus,Computers,1245.68
huawei matebook,233.9,1,Used,935,United Kingdom,huawei,Computers,3452.52
galaxy s20,112.78,1,Used,39515,United States,samsung,Smartphones,999.21
iphone 12,186.81,2,New,0,United States,apple,Smartphones,3834.14
galaxy s20,83.27,3,Used,38,South,samsung,Smartphones,2438.07
xiaomi mi 11,225.56,1,New,3029,Hong Kong,xiaomi,Smartphones,6440.11
lenovo thinkbook,166.57,2,New,7622,United States,lenovo,Computers,2635.35
asus vivobook,180.59,4,Used,237,United States,asus,Computers,666.14
xiaomi mi 10,100.49,2,New,391,United Kingdom,xiaomi,Smartphones,1364.99
galaxy s21,118.61,3,New,50,United States,samsung,Smartphones,2364.77
lenovo thinkpad,183.79,2,Used,1110,United States,lenovo,Computers,832.68
huawei matebook,204.05,1,Open box,40683,United Kingdom,huawei,Computers,2664.87
galaxy book,139.39,1,Seller refurbished,2315,United States,samsung,Computers,1998.39
macbook pro,118.44,3,Used,1091,United States,apple,Computers,1295.64
iphone 12,2.51,3,Used,0,Australia,apple,Smartphones,2333.04
dell latitude,192.05,2,Used,362,United Kingdom,dell,Tablets,174.93
galaxy s21,120.5,1,Open box,44570,United States,samsung,Smartphones,2464.69
lenovo thinkpad,160.6,3,Seller refurbished,2584,United States,lenovo,Computers,2112.66
galaxy s20,112.6,2,Used,364,United Kingdom,samsung,Smartphones,1933.41
huawei matebook,298.39,1,New,25284,United Kingdom,huawei,Computers,6214.4
galaxy s21,204.24,4,New,7787,United States,samsung,Smartphones,3330.54
lenovo ideapad,115.14,1,Certified refurbished,9853,United States,lenovo,Computers,729.42
huawei matebook,185.1,2,Seller refurbished,5367,United Kingdom,huawei,Computers,2784.32
lenovo thinkpad,146.68,1,Used,1553,United Kingdom,lenovo,Computers,674.67
galaxy s10,86.72,2,For parts or not working,9190,United Kingdom,samsung,Smartphones,607.24
xiaomi mi 10,89.93,2,New,1641,China,xiaomi,Smartphones,2231.57
iphone 11,199.84,2,New,830952,United States,apple,Smartphones,4746.25
ipad pro,130.64,1,Used,5219,United States,apple,Tablets,136.94
macbook pro,78.34,2,For parts or not working,158,Germany,apple,Computers,1417.98
dell xps,150.0,3,Seller refurbished,1516,United States,dell,Computers,1556.89
macbook air,160.87,1,Seller refurbished,108,United States,apple,Computers,391.36
xiaomi redmibook,161.07,1,New,212681,Germany,xiaomi,Computers,108.13
huawei mediapad,35.98,4,For parts or not working,6841,Spain,huawei,Tablets,157.43
dell xps,174.51,2,Used,245,United States,dell,Computers,1137.6
huawei mediapad,134.94,3,New,640,Hong Kong,huawei,Tablets,1521.16
lenovo tab,105.97,1,New,1791,United Kingdom,lenovo,Tablets,943.69
dell precision,165.18,2,Seller refurbished,1445,United States,dell,Computers,1950.15
galaxy s20,112.5,2,New,637,United Kingdom,samsung,Smartphones,2024.14
huawei p30,94.18,1,Used,5136,United Kingdom,huawei,Smartphones,920.44
lenovo thinkpad,296.98,2,Used,178092,United States,lenovo,Computers,393.29
asus zenbook,249.95,2,Seller refurbished,78929,United Kingdom,asus,Computers,5665.12
ipad air,107.99,3,Seller refurbished,17427,United Kingdom,apple,Tablets,1054.17
iphone 11,105.88,1,Used,43886,United States,apple,Smartphones,1698.62
iphone x,97.15,1,Open box,214574,United States,apple,Smartphones,958.81
galaxy s10,93.38,2,Open box,6315,United States,samsung,Smartphones,1137.57
macbook air,146.78,3,Used,3067,United States,apple,Computers,1598.7
galaxy tab,119.26,1,Used,19826,United Kingdom,samsung,Tablets,82.11
ipad pro,129.15,4,Used,4780,United Kingdom,apple,Tablets,1083.36
xiaomi mi 11,81.26,1,New,1895,Singapore,xiaomi,Smartphones,2925.24
macbook air,152.08,1,Used,4996,United States,apple,Computers,398.02
ipad pro,99.55,1,Open box,214574,United States,apple,Tablets,2764.45
iphone 12,0.0,3,New,0,Philippines,apple,Smartphones,1402.31
dell latitude,273.45,2,Used,46645,United States,dell,Tablets,801.03
lenovo ideapad,170.53,4,New,296957,United States,lenovo,Computers,2065.0
asus rog strix scar,286.01,1,Seller refurbished,78929,United Kingdom,asus,Computers,6368.19
